date,title,header,medium,country,link
28/07/2023,Microsoft – langer Atem zahlt sich aus,"Technologiekonzerne müssen mit dem stetigen Wandel zurechtkommen. Microsoft zeigt eindrucksvoll, dass dies auch angesichts der KI-Revolution gelingt. Kurzfristige Störfeuer sollten langfristig orientierte Anleger ignorieren.",Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.9065025
24/07/2023,Sam Altman startet mit Worldcoin eigenes Projekt,"Worldcoin soll helfen, Betrug durch Künstliche Intelligenz zu vermeiden: Nur Menschen sollen mit Hilfe eines Iris-Scans eine digitale Identität erhalten. OpenAI-Chef Sam Altman ist ein Mitgründer des Projektes.",Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.9055218
24/07/2023,Deutsche Unternehmen sehen generative KI eher skeptisch,"Während die neue KI-Euphorie enorme Investitionen beschert hat, bleiben deutsche Unternehmen in ihrer Anwendung skeptisch. Die Mehrheit glaubt nicht, dass KI die Fachkräftelücke schließen oder neue Geschäftsmodelle ermöglichen kann.",Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.8997547
19/07/2023,Meta mischt den Markt für Künstliche Intelligenz auf,Schon lange arbeitet Meta an generativer Künstlicher Intelligenz. Jetzt hat der Facebook-Konzern ein neues Modell veröffentlicht – und stellt es kostenlos zur Verfügung. Dafür setzt Meta auf einen überraschenden Partner.,Frankfurter Allgemeine,Germany,https://www.faz.net/suche/llama-2-meta-mischt-den-markt-fuer-kuenstliche-intelligenz-auf-19044885.html
19/07/2023,Was jeder jetzt über ChatGPT & Co. wissen muss,"Ja, für beeindruckende Künstliche Intelligenz braucht es gewaltige Datenmengen und enorme Rechenleistung. Doch das alleine reicht nicht. Ein Gastbeitrag.",Frankfurter Allgemeine,Germany,https://www.faz.net/suche/kuenstliche-intelligenz-was-jeder-ueber-chatgpt-wissen-sollte-19037664.html
18/07/2023,SAP investiert in deutsche KI-Hoffnung aus Heidelberg,"Europas größter Softwarekonzern erhöht die Wette auf das Geschäft mit  Künstlicher Intelligenz. „Wir sind an einem Wendepunkt“, sagt Strategiechef Sebastian Steinhäuser.",Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.9042678
15/07/2023,KI braucht innovative Regulierung,"Die Künstliche Intelligenz macht schnelle Fortschritte. Sie in den starren Rahmen eines Gesetzes zu zwängen, würde Europas mangelnde Wettbewerbsfähigkeit auf diesem Gebiet schwächen. Ein Gastbeitrag.",Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.9034730
08/07/2023,„Wir liefern Künstliche Intelligenz auf Maß“,Der ehemalige SAP-Chef Bill McDermott hat eine neue Beschäftigung: Servicenow ist nach langer Vorbereitung ganz auf KI eingestellt. Er spricht über erste Ergebnisse und was er schon von ChatGPT wissen wollte.,Frankfurter Allgemeine,Germany,https://www.faz.net/suche/wir-liefern-kuenstliche-intelligenz-auf-mass-19005509.html
08/07/2023,Amazons Offensive ist ein Warnschuss,"Mit Amazon bringt sich der nächste amerikanische Konzern im Geschäft mit der Künstlichen Intelligenz in Stellung. Will Europa nicht abermals abgehängt werden, muss es umsteuern.",Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.9018108
07/07/2023,Amazons Antwort auf ChatGPT,Lange war es im Rennen um die Künstliche Intelligenz ruhig um Amazon. Doch weitgehend unbemerkt hat der Konzern zwei große Modelle veröffentlicht – und will Google und Microsoft Industriekunden streitig machen.,Frankfurter Allgemeine,Germany,https://www.faz.net/suche/ki-plattform-bedrock-amazons-stiller-angriff-auf-open-ai-19017985.html
04/07/2023,Wenn die KI zum Tennis-Kommentator wird,Seit Jahrzehnten rüstet der Elektronikriese IBM das legendäre Tennisturnier von Wimbledon mit Technik aus. Dieses Jahr wartet das Unternehmen mit einer ganz besonderen Innovation auf.,Frankfurter Allgemeine,Germany,https://www.faz.net/suche/wimbledon-reloaded-wenn-die-ki-zum-kommentator-wird-19005553.html
03/07/2023,Für ChatGPT 300 Millionen Wörter aus dem Internet gestohlen,"OpenAI soll seine KI mit gestohlenen Texten trainiert haben, darunter auch private Chats. Unter den Betroffenen soll ein sechs Jahre altes Kind sein. Nun hat eine Kanzlei eine Sammelklage gegen das Unternehmen eingereicht.",Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.9007444
01/07/2023,So regeln wir die Künstliche Intelligenz,"Die EU will den unübersichtlichen Markt für KI-Produkte zähmen. Der Bedarf ist da, doch viele Fragen bleiben.",Frankfurter Allgemeine,Germany,https://www.faz.net/suche/ai-act-so-regeln-wir-die-kuenstliche-intelligenz-19001102.html
18/06/2023,Wie kontrolliert man Künstliche Intelligenz?,"Das EU-Parlament hat das weltweit erste Gesetz zur Regulierung von KI verabschiedet. Aber wie will man etwas regulieren, was sich rechtlich kaum greifen lässt?",Frankfurter Allgemeine,Germany,https://www.faz.net/suche/ai-act-der-eu-wie-reguliert-man-kuenstliche-intelligenz-18968191.html
14/06/2023,KI-Politik im Schockzustand,Die EU will als Vorreiter Standards für den Umgang mit Künstlicher Intelligenz setzen. Das Europaparlament dringt unter dem ChatGPT-Schock aber auf viel zu strikte Regeln. So wird die EU eher zum KI-Nachzügler.,Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.8963076
14/06/2023,"Analysten, Berater und Detektive aus der Maschine",Der Einsatz von KI kann gerade die Produktivität von Banken verbessern. Existierende Systeme haben das Potenzial erst angekratzt. Doch auch Menschen müssen dazu lernen.,Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.8960970
10/06/2023,„Wurde ChatGPT zu früh auf die Menschheit losgelassen?“,"Hans Uszkoreit ist einer der renommiertesten KI-Forscher Deutschlands, sein Sohn Jakob hat die Grundlagen für den Hype um die Sprachmodelle gelegt. Ein Gespräch über die Chancen und Risiken der KI.",Frankfurter Allgemeine,Germany,https://www.faz.net/suche/hans-und-jakob-uszkoreit-wurde-chatgpt-zu-frueh-auf-die-menschheit-losgelassen-18949623.html
09/06/2023,Hype um Firefly euphorisiert Adobe,"Adobe setzt seit Jahren auf KI. Mit Firefly testet der Photoshop-Konzern nun ein System, das nicht nur in den sozialen Medien für hohe Wellen sorgt.",Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.8952735
05/06/2023,Die juristische Ausbildung ist längst nicht mehr zeitgemäß,"Wer dem Richtermangel begegnen möchte, muss die juristische Ausbildung verändern: Wir brauchen das Digitalexamen, mehr Möglichkeiten zum „Abschichten“ von Klausuren und müssen die Stofffülle verringern.",Frankfurter Allgemeine,Germany,https://www.faz.net/suche/reform-der-juristischen-ausbildung-18943814.html
02/06/2023,Die KI sprengt die Geburtstagsparty,"Die Datenschutz-Grundverordnung ist eigentlich ein Erfolgsmodell. Ihre Kraft, die Gefahren von generativer Künstlicher Intelligenz zu bannen, ist aber begrenzt. Ein Gastbeitrag.",Frankfurter Allgemeine,Germany,https://www.faz.net/suche/fuenf-jahre-dsgvo-die-ki-sprengt-die-geburtstagsparty-18927126.html
31/05/2023,"„Künstliche Intelligenz ist zu wichtig, um sie nicht zu regulieren“","Künstliche Intelligenz ist die Schlüsseltechnologie der Gegenwart. Google-Chef Sundar Pichai über das, was die Systeme inzwischen können, wie weit wir ihnen noch voraus sind, wieso Regeln nötig sind – und worum es für Deutschland geht.",Frankfurter Allgemeine,Germany,https://www.faz.net/suche/google-chef-pichai-im-interview-ki-zu-wichtig-um-sie-nicht-zu-regulieren-18929018.html
26/05/2023,Der Mann hinter einer mächtigen Technik,"Er ist aktuell einer der gefragtesten Techunternehmer der Welt: Open-Ai-Chef und ChatGPT-Entwickler Sam Altman. In Berlin trifft er Bundeskanzler Scholz, in München stimmt er später versöhnliche Töne an.",Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.8920876
25/05/2023,ChatGPT-Entwickler Altman rudert nach Rückzugsdrohung zurück,"Erst ein Treffen mit Kanzler Scholz, dann ein Auftritt vor Studenten: ChatGPT-Entwickler Sam Altman lobt in Deutschland Europas Ansätze zur Regulierung Künstlicher Intelligenz. Vor seinem Besuch klang das noch anders.",Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.8919804
25/05/2023,Chiphersteller Nvidia auf Höhenflug,Der Boom nach Systemen der Künstlichen Intelligenz feuert die Nachfrage nach speziellen Halbleitern an – und der kalifornische Konzern Nvidia kann liefern. Analysten sehen dessen Entwicklung noch längst nicht am Ende.,Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.8918031
17/05/2023,Worauf es in der Künstlichen Intelligenz jetzt ankommt,"Neue KI-Systeme wie ChatGPT beeindrucken. Doch das, was sie können, steht nur für einen Teil unserer Denkfertigkeit. Und um wirtschaftlich erfolgreich zu sein, braucht es ohnehin noch etwas anderes. Ein Gastbeitrag.",Frankfurter Allgemeine,Germany,https://www.faz.net/suche/worauf-es-in-der-kuenstlichen-intelligenz-jetzt-ankommt-18875988.html
11/05/2023,Google stellt neue Funktionen seiner Suchmaschine vor,"Die Aufholjagd auf ChatGPT beginnt: Sogenannte generative KI, die aus gesammelten Daten neue Inhalte wie Texte, Bilder oder Codes generiert, soll in Googles bestehende Produkte integriert werden.",Frankfurter Allgemeine,Germany,https://www.faz.net/suche/google-stellt-neue-funktionen-seiner-suchmaschine-vor-18885240.html
03/05/2023,Ist das eine Fotografie?,Ein KI-Bildwerk gewinnt beinahe einen Preis in einem Fotowettbewerb: Wie visuell kreative Algorithmen uns zu einer neuen Bildkritik zwingen.,Frankfurter Allgemeine,Germany,https://www.faz.net/suche/ki-generiertes-bild-gewinnt-fast-preis-eine-kunstdebatte-steht-an-18862891.html
28/04/2023,ChatGPT soll nicht als hochriskant eingestuft werden,Das Europaparlament einigt sich auf Auflagen für umstrittene „kreative Systeme“ wie ChatGPT. Verbote lehnen die Abgeordneten ab. Sie wollen einen anderen Weg gehen.,Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.8856546
21/04/2023,Google kombiniert KI-Sparten,"Alphabet kündigt die Zusammenlegung von Google Brain und DeepMind an. Der Konzern will eine KI-Software entwickeln, die sowohl Texteingaben als auch Bilder verarbeiten kann – ähnlich OpenAI's GPT-4.",Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.8836838
03/04/2023,Wie mithilfe von ChatGPT ein Buch entsteht,Der Wissenschaftsverlag Springer Nature will zum ersten Mal mit dem Sprachbot ChatGPT ein Buch erstellen. Die Verlagsarbeit entwickelt sich dadurch zu einem „Pingpong-Spiel“.,Frankfurter Allgemeine,Germany,https://www.faz.net/suche/ki-wie-mithilfe-von-chatgpt-ein-buch-entsteht-18797998.html
02/04/2023,"Hör mal, wer da spricht!","Was geschieht, wenn Stimmen von Künstlicher Intelligenz erzeugt werden? Wie wirkt sich das auf unsere Wahrnehmung aus – und was sagt die Stimme von Robert De Niro dazu?",Frankfurter Allgemeine,Germany,https://www.faz.net/suche/ki-die-unsere-stimmen-erzeugt-18790800.html
29/03/2023,Wenn Computer träumen,Refik Anadol ist mit seinen monumentalen „Datenskulpturen“ der Star der KI-Kunst. Nun lassen sie sich auch in Düsseldorf bestaunen – und hinterfragen.,Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.8782873
10/03/2023,Das große KI-Rodeo in Texas,Der Rummel um Sprachmodelle wie ChatGPT wird in diesem Jahr das Digitalfestival South by Southwest in Austin prägen. Auch wenn ein prominenter Name fehlt.,Frankfurter Allgemeine,Germany,https://www.faz.net/suche/south-by-southwest-das-grosse-ki-rodeo-in-texas-18739611.html
10/03/2023,Austin sucht den nächsten Hype,Der Rummel um Sprachmodelle wie ChatGPT wird in diesem Jahr das Digitalfestival South by Southwest in Austin prägen. Auch wenn ein prominenter Name fehlt.,Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.8738092
02/03/2023,Für einen EU-Doppelbeschluss zur Künstlichen Intelligenz,Wieso Europa eine Politik der digitalen Nachhaltigkeit braucht. Und was davon abhängt. Ein Gastbeitrag.,Frankfurter Allgemeine,Germany,https://www.faz.net/suche/chatgpt-europa-braucht-eine-politik-der-digitalen-nachhaltigkeit-18707904.html
06/02/2023,Google stellt Antwort auf ChatGPT vor,Der Internetkonzern kündigt das Sprachmodell „Bard“ an – und will damit Open AI Paroli bieten. Auch dessen Partner Microsoft verspricht Neuigkeiten.,Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.8659310
23/01/2023,Die digitale Allzweckwaffe,"Die Software ChatGPT wird als nächstes großes Ding gehandelt, vergleichbar mit der Google-Suchmaschine und dem iPhone. Was steckt hinter der Verheißung – die manche als Bedrohung ansehen?",Frankfurter Allgemeine,Germany,https://www.faz.net/suche/die-digitale-allzweckwaffe-chatgpt-18618030.html
14/01/2023,Wie ChatGPT das Internet verändern könnte,"Ist ChatGPT eine Gefahr für Google oder ändert diese KI die E-Mail, wie wir sie kennen? Am großen Potential zweifelt jedenfalls niemand.",Frankfurter Allgemeine,Germany,https://www.faz.net/suche/chatgpt-wie-der-chatbot-von-open-ai-das-internet-veraendern-koennte-18602608.html
21/12/2022,Das Ende der Hausarbeit,Sprachprogramme wie ChatGPT revolutionieren das Prüfungswesen an den Hochschulen. Lassen sich Täuschungen überhaupt noch aufdecken? Ein Gastbeitrag.,Frankfurter Allgemeine,Germany,https://www.faz.net/suche/kuenstliche-intelligenz-und-pruefungen-das-ende-der-hausarbeit-18545759.html
29/08/2023,Zehntausend Dollar für einen Sexroboter,"Wer viel Geld für einen Roboter ausgibt, will nicht nur Sex, sondern eine Beziehung. Ein Gespräch mit dem Maschinenethiker Oliver Bendel über sexuell übergriffige Chatbots und den Reiz von Liebespuppen.",Frankfurter Allgemeine,Germany,https://www.faz.net/suche/liebe-und-ki-maschinenethiker-ueber-sexroboter-und-uebergriffige-chatbots-19133708.html
15/08/2023,Wie KI nach immer mehr Zukunftstechnik greift,Die Aufmerksamkeit der Menschen für Künstliche Intelligenz ist gerade riesig. Aber worauf richten wir eigentlich die Aufmerksamkeit der KI?,Frankfurter Allgemeine,Germany,https://www.faz.net/suche/wie-ki-nach-immer-mehr-zukunftstechnik-greift-19102619.html
02/08/2023,Warum der Finanzplatz Frankfurt  zurückfällt,"In den Ranglisten zur Wettbewerbsfähigkeit fällt Frankfurt zurück. Doch wenn es in der Wirtschaft nicht läuft, bekommt die Bankenstadt ein Problem. Und die Zeit läuft.",Frankfurter Allgemeine,Germany,https://www.faz.net/suche/warum-der-finanzplatz-frankfurt-international-zurueckfaellt-19075584.html
21/07/2023,Können Maschinen uns schon riechen?,"Wer hat unerkannt Tuberkulose, wer Krebs, wer ist gerade vorbeigegangen, und ist Sprengstoff im Flugzeug versteckt? Dank KI analysieren neue Gerätegenerationen immer präziser unsere (Atem-)Luft.",Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.9024813
12/06/2023,Ein KI-Gesetz für Europa,"Das Europäische Parlament hat sich auf einen Rahmen für die Künstliche Intelligenz geeinigt. Und stimmt nun ab. Hier kommen vier Perspektiven, was das bedeutet.",Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.8955926
07/03/2023,Killt KI den Journalismus?,Das Sprachprogramm ChatGPT beflügelt die Debatte über Künstliche Intelligenz. Macht KI Journalisten überflüssig? Mitnichten. Sie kann eine Chance für Medien sein. Wenn man sie richtig einsetzt. Ein Gastbeitrag.,Frankfurter Allgemeine,Germany,https://www.faz.net/suche/kann-kuenstliche-intelligenz-journalisten-ueberfluessig-machen-18727776.html
25/01/2023,Wenn Maschinen die Macht übernehmen,"Der Textroboter hat das Potential, die Welt zu verändern. Das Problem reicht bis in die Wurzeln der Demokratie.",Frankfurter Allgemeine,Germany,https://www.faz.net/suche/chatgpt-wenn-maschinen-die-macht-uebernehmen-18629187.html
14/12/2022,Wie sexistisch ist die Foto-App Lensa?,"Fee, Comic-Held oder doch fotorealistisch: Im Internet kursieren zahlreiche Porträts der Foto-App Lensa, die mit einer KI erstellt wurden. Doch die Anwendung und das von ihr generierte Frauenbild ist umstritten.",Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.8530513
13/10/2022,Die nächste Dimension der Bildbearbeitung,Bildbearbeitung am PC wird immer einfacher. Software mit KI arbeitet fast automatisch. Die besten Apps im Test.,Frankfurter Allgemeine,Germany,https://www.faz.net/suche/die-besten-bildbearbeitungsprogramme-fuer-den-mac-18374452.html
30/09/2022,Gesunder Menschenverstand für Maschinen?,Beim Heidelberg Laureate Forum diskutieren Preisträger der Mathematik und Informatik Grenzen künstlicher Intelligenz – und was die mit verschüttetem Kaffee zu tun haben.,Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.8344795
29/09/2022,Wie verändert Künstliche Intelligenz die Ökonomie?,"Der Siegeszug der Künstlichen Intelligenz schreitet rasant voran. Mit modernen Methoden können Forscher aber auch bisher ungenutzte Daten wie Satellitenbilder, Handydaten und Röntgenaufnahmen auswerten. Ein Gastbeitrag.",Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.8339044
28/08/2023,Die KI braucht kluge Köpfe,Das auf Künstliche Intelligenz fokussierte Unternehmen Aleph Alpha engagiert sich nun im KI-Park von Heilbronn. Europas Vorzeige-Start-up hat große Pläne – und einen großen Unterstützer.,Frankfurter Allgemeine,Germany,https://www.faz.net/suche/aleph-alpha-europas-vorzeige-start-up-engagiert-sich-in-heilbronns-ki-park-19134236.html
26/08/2023,"Hurra, die Welt geht unter!","Warum warnen ausgerechnet die Akteure, die die Entwicklung der Künstlichen Intelligenz vorantreiben, am lautesten vor der Vernichtung der Menschheit?",Frankfurter Allgemeine,Germany,https://www.faz.net/suche/warum-warnen-ki-entwickler-vor-der-apokalypse-19127528.html
19/08/2023,Warum der Durchbruch von KI noch lange dauern wird,"David Striegl, KI-Experte bei der Fondsgesellschaft Kepler, ist skeptisch. Für ihn wird das Potential von Künstlicher Intelligenz in den nächsten Jahren überschätzt. Er hält sogar eine Vertrauenskrise für möglich.",Frankfurter Allgemeine,Germany,https://www.faz.net/suche/warum-der-durchbruch-von-ki-noch-lange-dauern-wird-19093989.html
13/07/2023,Elon Musk startet eigenes KI-Unternehmen xAI,„Die wahre Natur des Universums verstehen“ – darunter macht Musk es nicht. Für seine neue KI-Firma hat der Milliardär Experten vom größten Konkurrenten abgeworben.,Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.9030076
22/05/2023,Der nächste Napster-Moment?,Die rasanten Fortschritte auf dem Gebiet Künstlicher Intelligenz sorgen auch in der Musik für rechtlich schwierige Fälle. Manch einer sieht schon einen neuen Napster-Moment. Doch die Entwicklung könnte der Musikindustrie sogar in die Karten spielen.,Frankfurter Allgemeine,Germany,https://www.faz.net/suche/chatgpt-co-gefaehrdet-kuenstliche-intelligenz-die-musikindustrie-18910604.html
14/05/2023,Eine andere Art von Intelligenz,"Im sonst so utopischen Silicon Valley macht sich Untergangsstimmung breit. Aber dieselben Leute, die vor der KI-Apokalypse warnen, wollen mit der Technologie ein politisches Projekt verwirklichen. Ein Gastbeitrag.",Frankfurter Allgemeine,Germany,https://www.faz.net/suche/kuenstliche-intelligenz-untergangsstimmung-im-silicon-valley-18886818.html
03/05/2023,Der nächste Hype,"Bislang noch Science Fiction, vielleicht bald Realität: Sprach-KI wie GPT soll als autonom agierender Helfer eingesetzt werden. Aber was heißt das genau?",Frankfurter Allgemeine,Germany,https://www.faz.net/suche/babyagi-und-autogpt-was-koennen-autonome-ki-agenten-18855332.html
27/04/2023,"Es bringt nichts, ChatGPT zu verbieten",Die Künstliche Intelligenz ChatGPT gerät zunehmend in die Kritik. Ein dauerhaftes Verbot ist aber weder realistisch noch sinnvoll. Stattdessen ist kluge Regulierung angesagt.,Frankfurter Allgemeine,Germany,https://www.faz.net/suche/chatgpt-statt-eines-verbots-braucht-es-regulierung-fuer-ki-18842474.html
18/04/2023,Künstlerische Intelligenz,"Computer können kreativ sein, finden Telekom-Chef Tim Höttges und Palantir-Gründer Alex Karp. Hier sprechen sie über das enorme Tempo der KI, fehlende Zuversicht in Deutschland und mangelnde Vorsicht in Amerika.",Frankfurter Allgemeine,Germany,https://www.faz.net/suche/kann-ki-kreativ-sein-telekom-chef-und-palantir-gruender-im-gespraech-18820752.html
15/04/2023,Elon Musk gründet Unternehmen für künstliche Intelligenz,Elon Musk warnte zuletzt vor den Risiken von Software mit künstlicher Intelligenz. Nun hat er selbst ein Unternehmen in diesem Bereich gegründet.,Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.8823389
28/03/2023,Ein KI-Ufo für Heilbronn,Die Milliarden des Lidl-Kaufland-Imperiums krempeln Heilbronn um. Der Konzern baut nun mit öffentlicher Förderung einen Stadtteil für Künstliche Intelligenz. Nach heftiger Kritik versuchen die Beteiligten die Wogen zu glätten.,Frankfurter Allgemeine,Germany,https://www.faz.net/suche/lidl-kaufland-konzern-ein-ki-ufo-fuer-heilbronn-18782483.html
09/03/2023,Maschinelle Mission,"Künstliche Intelligenzen sind nicht wirklich intelligent, können aber menschliche Sprache gut nachahmen. Das reicht aus, um kommunikativ Einfluss zu üben.",Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.8720335
11/01/2023,"Der Start-up-Yoda, der hinter ChatGPT steckt",Sam Altman hat mit ChatGPT für einen Paukenschlag in der Technologieindustrie gesorgt – und muss jetzt daraus eine wirtschaftliche Erfolgsgeschichte machen.,Frankfurter Allgemeine,Germany,https://www.faz.net/suche/chatgpt-mitgruender-sam-altman-im-rampenlicht-18592568.html
23/10/2022,Metaverse – ein Universum voller rechtlicher und steuerlicher Hürden,"Das Metaverse bringt eine große Bandbreite an rechtlichen Fragen mit sich. Grundsätzliche rechtliche Einordnungen, insbesondere auch die steuerrechtliche Behandlung der virtuellen Parallelwelt, sind in Zukunft umfassend zu klären.",Frankfurter Allgemeine,Germany,https://www.faz.net/suche/metaverse-rechtliche-einschaetzung-steuerrecht-grundsatzfragen-18408956.html
01/09/2023,SAP holt neuen KI-Chef von Microsoft,Der Softwareriese SAP hat Walter Sun als neuen Chef für die Geschäfte rund um Künstliche Intelligenz von Microsoft abgeworben. Sun soll KI in größerem Umfang in der Geschäftspraxis einsetzen.,Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.9144269
01/09/2023,Alphabet - ein Basis-Investment der modernen Welt,Der Abgesang auf Google wurde schon häufig gehalten – bislang immer vergebens. Die moderne Internetwelt wäre ohne den Alphabet-Konzern undenkbar. Schließlich hat sich das Unternehmen immer wieder neu erfunden.,Frankfurter Allgemeine,Germany,https://www.faz.net/suche/alphabet-ein-basis-investment-der-modernen-welt-19143167.html
29/08/2023,Open AI konkurriert mit Microsoft,Der Entwickler von ChatGPT will mehr Geld mit Unternehmen verdienen – und bringt ein ähnliches Produkt wie sein Partner heraus.,Frankfurter Allgemeine,Germany,https://www.faz.net/premiumContent?contentId=1.9136655
