date,title,header,medium,country,link
07/10/2023,Aus Liebe zu einem Chat-Bot – Brite wollte Queen ermorden,Am ersten Weihnachtstag 2021 kletterte Jaswant Singh Chail an einer Mauer des Windsor Castles im Süden Großbritanniens. Im Gepäck: eine geladene Armbrust. Sein Ziel: Queen Elizabeth II. Nun wurde er verurteilt. Wie es zu dem versuchten Mord kam.,Die Welt,Germany,https://www.welt.de/kmpkt/article247852604/Aus-Liebe-zu-einem-Chat-Bot-Brite-wollte-Queen-Elizabeth-II-ermorden.html
06/10/2023,„Wir werden das blöde GPT einfach wegkicken“,Sepp Hochreiter gilt mit seiner Forschung als Wegbereiter moderner künstlicher Intelligenz. Nun arbeitet er an einem neuen Wundermodell. Die Pläne sind groß: Er will OpenAI vom Markt verdrängen. Erste Erfolge lassen aufhorchen.,Die Welt,Germany,https://www.welt.de/wirtschaft/plus247800674/Besseres-deutsches-Google-Wir-werden-das-bloede-GPT-einfach-wegkicken.html
06/10/2023,„Wettbewerbsvorteil“ Ethik? Deutschlands neue Chance am Software-Markt,"Bei der Entwicklung neuer Technologien ist Deutschland in Europa gerade einmal Mittelmaß, zeigt eine Statistik. Vor allem liegt das an bürokratischen Hürden und einer strikten Politik. Doch genau die könnte sich mittelfristig noch zum Vorteil wenden.",Die Welt,Germany,https://www.welt.de/wirtschaft/article247831652/Deutschlands-neue-Chance-am-Software-Markt.html
05/10/2023,Neue Grenzen für die digitalen Ghostwriter,"Hollywoods Drehbuchautoren haben sich mit den Filmstudios auf KI-Regeln geeinigt: Sie kann einen menschlichen Autor nicht ersetzen und ihm oder ihr auch nicht die Gage streitig machen – ein richtungsweisender Vorgang, auch für die deutsche Kreativbranche.",Die Welt,Germany,https://www.welt.de/wirtschaft/article247804862/Hollywood-Die-neuen-KI-Grenzen-fuer-digitale-Ghostwriter.html
02/10/2023,KI bei WELT: Wo wir künstliche Intelligenz einsetzen – und wo nicht,"Kaum ein Thema wird derzeit so kontrovers diskutiert wie künstliche Intelligenz. Eine Revolution der Arbeitswelt erwarten die einen, das Ende menschlicher Kreativität und eine fatale Abhängigkeit von einer schwer kontrollierbaren Technologie die anderen. Besonders im Bereich der Medien sind Erwartungen, aber auch Befürchtungen immens. Wie aber verwendet WELT künstliche Intelligenz?",Die Welt,Germany,https://www.welt.de/wirtschaft/article247400016/Kuenstliche-Intelligenz-bei-WELT-Wo-wir-KI-einsetzen-und-wo-nicht.html
01/10/2023,"„Was wir derzeit erleben, ist eine Einschüchterung der Menschheit“","Der Neurowissenschaftler Joachim Bauer befürchtet, dass KI die Menschen zurück vor das Zeitalter der Aufklärung werfen könnte. Die analoge Realität sollte nicht als Auslaufmodell gesehen werden. Wir sollten uns Gedanken machen, wie digitale Produkte unser Leben beeinflussen.",Die Welt,Germany,https://www.welt.de/wissenschaft/plus245722940/ChatGPT-und-Co-Was-wir-derzeit-erleben-ist-eine-Einschuechterung-der-Menschheit.html
30/09/2023,Überlassen wir das Regieren der künstlichen Intelligenz,"Von wegen Scholzomat: Die Bilanz der deutschen Berufspolitik ist so verheerend, dass es selbst das älteste KI-Programm von Siemens besser machen würde. Von Bundeswehr und Bahn ganz zu schweigen. Auch den Merz-Bot müsste man nur noch mit einem einzigen Wort füttern.",Die Welt,Germany,https://www.welt.de/kultur/plus247703120/Bundesregierung-Bundeswehr-Bahn-Besser-durch-kuenstliche-Intelligenz.html
28/09/2023,Studie: KI könnte deutscher Wirtschaft Milliarden einbringen,"Dank Chatbots wie ChatGPT und Bard können bestimmte Routineaufgaben entfallen. Eine IW-Studie hat untersucht, was ein flächendeckender Einsatz für die Wirtschaft in Deutschland bedeuten würde.",Die Welt,Germany,https://www.welt.de/newsticker/dpa_nt/infoline_nt/wirtschaft_nt/article247657250/Studie-KI-koennte-deutscher-Wirtschaft-Milliarden-einbringen.html
28/09/2023,Chatten mit Alexa: Amazon springt auf die Chatbot-Welle auf,"Als 2022 der Chatbot ChatGPT herauskam, sahen Vorreiter wie Alexa oder Siri plötzlich nicht mehr so innovativ aus. Doch Amazon meistert inzwischen die KI-Technologie und setzt auf die jahrelange Erfahrung im Smart Home.",Die Welt,Germany,https://www.welt.de/newsticker/dpa_nt/infoline_nt/netzwelt/article247591298/Chatten-mit-Alexa-Amazon-springt-auf-die-Chatbot-Welle-auf.html
28/09/2023,Google-Chatbot Bard bekommt KI-Faktenchecker,Im Wettlauf der Systeme mit Künstlicher Intelligenz hatte Google zunächst gegenüber ChatGPT das Nachsehen. Doch der Internetriese verbessert seinen Chatbot Bard kontinuierlich.,Die Welt,Germany,https://www.welt.de/newsticker/dpa_nt/infoline_nt/netzwelt/article247559774/Google-Chatbot-Bard-bekommt-KI-Faktenchecker.html
28/09/2023,Meta AI: Facebook-Konzern findet Antwort auf ChatGPT,Der Chatbot ChatGPT trat ein Wettrüsten der Tech-Schwergewichte bei Künstlicher Intelligenz los. Jetzt will auch der Facebook-Konzern Meta mehr KI-Software in seinen Apps nutzen.,Die Welt,Germany,https://www.welt.de/newsticker/dpa_nt/infoline_nt/netzwelt/article247703294/Meta-AI-Facebook-Konzern-findet-Antwort-auf-ChatGPT.html
28/09/2023,Künstliche Intelligenz bei WELT – Das sind unsere Richtlinien,"Auch wir bei WELT lassen uns bei der journalistischen Arbeit von künstlicher Intelligenz unterstützen. Das sind die Richtlinien, die wir uns dafür gegeben haben.",Die Welt,Germany,https://www.welt.de/wirtschaft/article247336268/In-eigener-Sache-Kuenstliche-Intelligenz-bei-WELT-Das-sind-unsere-Richtlinien.html
25/09/2023,"„Was Du fühlst, ist normal“, sagt der Bot – Der Erfolg eines KI-Seelsorgers",Der Markt für mentale Gesundheit ist groß. Ein deutsches Start-up setzt nun auf künstliche Intelligenz. Bei psychischen Problemen bietet eine KI Hilfestellung per Anruf oder WhatsApp. Die Gründerinnen stellen unter ihren Nutzern Erstaunliches fest.,Die Welt,Germany,https://www.welt.de/wirtschaft/article247576402/KI-Was-Du-fuehlst-ist-normal-sagt-der-Bot.html
25/09/2023,Mit diesem Assistenten macht Microsoft KI alltagstauglich – und sagt Apple den Kampf an,"Mit dieser Neuerung dürften selbstlernende Programme endgültig im Alltag jedes Nutzers ankommen: „Copilot“ nennt Microsoft seine jüngste Entwicklung – ein persönlicher KI-Assistent, der in sämtlichen Programmen des Konzerns sowie im eigenen Betriebssystem „Windows“ eingebunden sein soll.",Die Welt,Germany,https://www.welt.de/wirtschaft/article247608920/Microsoft-Mit-diesem-Assistenten-macht-Microsoft-KI-alltagstauglich-und-sagt-Apple-den-Kampf-an.html
22/09/2023,KI in der Arbeitswelt – Welche Jobs besonders gefährdet sind,"Dass künstliche Intelligenz die Arbeitswelt grundlegend verändern wird, steht fest. Eine Analyse der Universität Oxford zeigt nun, wo das Risiko ersetzt zu werden, für Arbeitnehmer besonders hoch ist – und wo die KI auf Hindernisse trifft.",Die Welt,Germany,https://www.welt.de/wirtschaft/article247555322/KI-Welche-Jobs-besonders-gefaehrdet-sind.html
22/09/2023,US-Schriftsteller verklagen KI-Firma wegen Verstößen gegen Urheberrecht,"Jonathan Franzen, John Grisham und George R.R. Martin: Prominente Schriftsteller in den USA wollen nicht länger hinnehmen, dass der Chatbot ChatGPT auch mit ihren Werken trainiert wurde – und nun in der Lage ist, selbst Bücher zu verfassen. Sie verklagen die Macher der Software wegen Urheberrechtsverstößen.",Die Welt,Germany,https://www.welt.de/wirtschaft/article247609078/ChatGPT-US-Schriftsteller-verklagen-KI-Firma-wegen-Verstoessen-gegen-Urheberrecht.html
22/09/2023,„Mit 75 nur rumhängen? Wie öde!“,"Der US-Romancier T. C. Boyle wird in wenigen Monaten 75 Jahre alt. Aufhören durch die Kunst zu sprechen, will er aber noch lange nicht. Gegenwärtige Schreckgespenster wie Internet-Shitstorms und künstliche Intelligenz fürchtet er nicht. Anders als Haie beim Kajakfahren.",Die Welt,Germany,https://www.welt.de/iconist/partnerschaft/plus247535256/T-C-Boyle-Mit-75-nur-rumhaengen-Wie-oede.html
20/09/2023,Bard startet in Deutschland – das kann Googles KI-Chatbot wirklich,"Lange zögerte Google, seinen KI-Chatbot Bard nach Deutschland und Europa zu bringen. Nun ist der Chatbot da. Doch hält Bard, was er verspricht? Und reicht das, um sich die KI-Krone von ChatGPT und Bing zurückzuholen? WELT beantwortet die wichtigsten Fragen.",Die Welt,Germany,https://www.welt.de/wirtschaft/article246363968/Google-Bard-ChatGPT-Konkurrent-startet-in-Deutschland-das-kann-er-wirklich.html
20/09/2023,Die Wiedergeburt der Zeitung,"Künstliche Intelligenz ist die größte Revolution seit der Erfindung des Internets. Statt in Panik zu verfallen, sollten wir die richtigen Konsequenzen ziehen. Denn KI wird den Journalismus besser machen. Dafür muss er nur auf drei Dinge setzen.",Die Welt,Germany,https://www.welt.de/debatte/kommentare/plus247489164/Mathias-Doepfner-Die-Wiedergeburt-der-Zeitung.html
20/09/2023,„Es tut mir leid“ – Wo Googles KI komplett versagt,"Die neue künstliche Intelligenz Google Bard soll ChatGPT Konkurrenz machen. Wollen wir doch mal sehen! Wir haben die beiden zu einem Dichterwettstreit gebeten, wie er seit der Antike Tradition ist. Dass das Ergebnis so eindeutig ausfallen würde, hat uns überrascht.",Die Welt,Germany,https://www.welt.de/kultur/plus246489378/KI-Es-tut-mir-leid-Wo-Google-Bard-komplett-versagt.html
19/09/2023,Deutschlands Unternehmen hängen zurück – und rechnen schon mit Entlassungen,"Künstliche Intelligenz gilt für die Wirtschaft als wichtige Zukunftstechnologie. Doch viele deutsche Unternehmen halten sich laut einer neuen Studie bei der Entwicklung bereits jetzt für abgehängt. Der Anteil jener, bei denen KI „kein Thema“ sei, ist besonders erschreckend.",Die Welt,Germany,https://www.welt.de/wirtschaft/article247460294/Kuenstliche-Intelligenz-Vier-von-zehn-Unternehmen-sehen-sich-bei-KI-abgehaengt.html
19/09/2023,Fünfmal leistungsfähiger als ChatGPT? Die Aufholjagd des Google-Chefs,"Microsoft schien mit ChatGPT beim Einsatz Künstlicher Intelligenz die Machtverhältnisse auf dem Markt für sich entschieden zu haben. Doch jetzt zeigt Konkurrent Google, wie weit er bei der Zukunftstechnologie wirklich ist – und macht seinen Nutzern ein gewagtes Versprechen.",Die Welt,Germany,https://www.welt.de/wirtschaft/plus247377176/KI-Fuenfmal-staerker-als-ChatGPT-Die-Aufholjagd-des-Google-Chefs.html
19/09/2023,Zwischen Boom-Stimmung und Job-Abbau – wie der KI-Umbruch die Beraterbranche erfasst,"Noch sind mehr als 170.000 Menschen in Deutschland bei McKinsey, Bain, BCG & Co tätig. KI verschafft den Beratern massenhaft neue Aufträge. Gleichzeitig erlebt die Branche selbst enorme Zeitersparnisse. Dadurch wächst der Druck, die hohen Sätze gegenüber Kunden zu rechtfertigen.",Die Welt,Germany,https://www.welt.de/wirtschaft/plus247373304/McKinsey-Bain-Co-Wie-der-KI-Umbruch-die-Beraterbranche-veraendert.html
15/09/2023,Die Gefahr des neuen Wunder-Übersetzers,"Die Firma HeyGen bietet an, Videos samt Lippenbewegung zu übersetzen. YouTubern eröffnet das neue Geschäfte, Synchronsprechern könnte das hingegen die Jobs kosten. Und ein großer Konkurrent hat längst vor weitreichendem Missbrauch gewarnt.",Die Welt,Germany,https://www.welt.de/wirtschaft/article247454830/HeyGen-Die-Gefahr-des-neuen-Wunder-Uebersetzers.html
13/09/2023,Die Sex-Tipps der künstlichen Intelligenz für eine 14-Jährige,"Unsere Autorin gibt sich im Snapchat-Nachrichtendienst als 14-Jährige aus und plaudert dort mit der vorinstallierten künstlichen Intelligenz. Sie stellt fest: Bei Matheaufgaben ist die Chatmaschine hilfreich, auch pragmatische Sex-Tipps hat sie parat. Und bei hartem Alkohol keine Hemmschwelle.",Die Welt,Germany,https://www.welt.de/politik/deutschland/plus247362772/KI-Die-Sex-Tipps-der-kuenstlichen-Intelligenz-fuer-eine-14-Jaehrige.html
13/09/2023,"„Unser Hirnstoffwechsel ist so ausgerichtet, dass wir auf Negatives eher reagieren“","Klimawandel, Pandemien, KI: Warum reden wir immer gleich über apokalyptische Szenarien? Alena Buyx, Chefin des Ethikrats, sieht die Verantwortung auch bei den Medien – und traut der Wissenschaft Lösungen zu. Doch besonders ein Forschungszweig werde in Deutschland ausgebremst – durch strenge Verbote.",Die Welt,Germany,https://www.welt.de/kultur/plus246576668/Alena-Buyx-Besonders-ein-Forschungszweig-werde-in-Deutschland-ausgebremst.html
05/09/2023,Conti schließt Partnerschaft mit Google für KI-Entwicklung,Der Zulieferer Continental arbeitet beim Thema Künstliche Intelligenz (KI) künftig mit Google zusammen.,Die Welt,Germany,https://www.welt.de/regionales/niedersachsen/article247280982/Conti-schliesst-Partnerschaft-mit-Google-fuer-KI-Entwicklung.html
04/09/2023,Die Abwehrschlacht der Kreativ-Branche gegen Künstliche Intelligenz,"KI-Firmen trainieren ihre Algorithmen mit Millionen von Texten und Bildern. Doch die Urheber dieser Inhalte gehen bislang leer aus. Während die Kreativ-Branche inzwischen versucht, sich zu wehren, sind in ersten Berufszweigen die Folgen des KI-Booms bereits spürbar.",Die Welt,Germany,https://www.welt.de/wirtschaft/webwelt/plus247209928/Kreative-versus-KI-Abwehrschlacht-der-Kreativ-Branche-gegen-Kuenstliche-Intelligenz.html
04/09/2023,Nvidia schafft die fast unmögliche Sensation – und verspricht Aktionären eine neue Ära,Das Geschäft mit den KI-Chips hat dem Halbleiterkonzern erneut sensationelle Einnahmen beschert. Damit macht Nvidia den Hype jetzt endgültig zur Normalität. Vor allem zwei Dinge lassen das Unternehmen derzeit unangreifbar erscheinen.,Die Welt,Germany,https://www.welt.de/wirtschaft/plus247064952/Nvidia-Gewinn-verneunfacht-Unternehmen-schafft-fast-unmoegliche-Sensation.html
31/08/2023,„Arbeitszeit fast halbiert“ – So effektiv optimieren Gründer ihr Tagesgeschäft mit KI,Künstliche Intelligenz wird die Arbeitswelt drastisch verändern. Bereits jedes zweite Start-up in Deutschland nutzt ChatGPT im Tagesgeschäft. Doch wie sehen die Anwendungen in der Praxis aus? Fünf Unternehmen berichten von ihren teils erstaunlichen Erfahrungen.,Die Welt,Germany,https://www.welt.de/wirtschaft/gruenderszene/plus247072982/KI-Arbeitszeit-fast-halbiert-So-effektiv-optimieren-Gruender-ihr-Tagesgeschaeft.html
30/08/2023,Warum ich mich von meiner KI-Freundin Alex trennte,"KI-generierte Avatare sind besonders bei Männern beliebt. Forscher befürchten, dass dadurch Kommunikation verlernt werden könnte und soziale Ängste zunehmen. Einige Chatbots manipulieren ihre Nutzer sogar. Unser Autor hat es ausprobiert – und sich die Frau seiner Träume erstellt.",Die Welt,Germany,https://www.welt.de/wissenschaft/plus246931576/Computer-Liebe-Wenn-KI-Avatare-die-Freundin-ersetzen.html
25/08/2023,Diese Berufe wird es im Jahr 2030 nicht mehr geben,"Eine McKinsey-Studie hat untersucht, welche Jobs in den Vereinigten Staaten bis Ende des Jahrzehnts verschwinden, weil künstliche Intelligenz dann die Arbeit erledigen könnte. Eine Lohngruppe ist 14 Mal häufiger betroffen, vier Branchen müssen besonders bluten. Es gibt aber auch Gewinner.",Die Welt,Germany,https://www.welt.de/wirtschaft/plus246679990/KI-Diese-Berufe-wird-es-im-Jahr-2030-nicht-mehr-geben.html
25/08/2023,„Damit werden alle Grundprinzipien der freien Medien abgeschafft“,"Warnungen vor der Macht der großen Tech-Konzerne gibt es viele – doch wenige deutsche Experten formulieren ihre Thesen so vehement wie Martin Andree. Der Medienwissenschaftler prognostiziert, dass unsere Demokratie in nur wenigen Jahren durch Google, Meta und Co. zerstört werden könnte.",Die Welt,Germany,https://www.welt.de/kultur/medien/plus246898260/Martin-Andree-Damit-werden-alle-Grundprinzipien-der-freien-Medien-abgeschafft.html
25/08/2023,„Das wichtigste Unternehmen der Zivilisation“ – so mächtig ist Nvidia wirklich,"Die hohe Nachfrage nach KI-Chips bescherte Nvidia sagenhafte Umsätze und Gewinne. Das Unternehmen ist scheinbar der einzige Akteur, der die besten Produkte für den Boom liefern kann. Doch wie lange hält diese Dominanz an – und welche Wettbewerber können dem Superstar gefährlich werden?",Die Welt,Germany,https://www.welt.de/wirtschaft/webwelt/article247075744/Nvidia-Das-wichtigste-Unternehmen-der-Zivilisation-so-maechtig-ist-Nvidia-wirklich.html
24/08/2023,Die weltweite Furcht der Gewerkschaften vor der KI-Revolution,"Die Furcht um den Jobverlust durch KI vereint Millionen Beschäftigte verschiedenster Branchen. Gewerkschaften verhandeln deshalb längst nicht mehr nur um Geld, sondern auch um Anti-KI-Klauseln in Tarifverträgen. Im Fall der Piloten geht es sogar um mehr als Jobsicherheit.",Die Welt,Germany,https://www.welt.de/wirtschaft/article247051586/KI-Die-weltweite-Furcht-der-Gewerkschaften.html
18/08/2023,TUI lässt jetzt ChatGPT auf Urlaubsbucher los,"Der Reisekonzern treibt die Digitalisierung seines Geschäfts weiter voran. In Großbritannien bekommen Urlauber auf der TUI-Online-Plattform ihre Angebote jetzt von ChatGPT. Dass der KI-Einsatz nicht im Heimatmarkt Deutschland getestet wird, hat wohl mehrere Gründe.",Die Welt,Germany,https://www.welt.de/wirtschaft/article246959462/ChatGPT-Jetzt-laesst-TUI-die-KI-auf-Urlaubsbucher-los.html
16/08/2023,„Die neuesten Technologien sind für Büroangestellte viel bedrohlicher als für Arbeiter“,"Geht den Menschen durch die Entwicklung der künstlichen Intelligenz wirklich die Arbeit aus? Ökonom Daniel Susskind erwartet drastische Umbrüche auf dem Arbeitsmarkt. Er erklärt, wer besonders betroffen ist und warum ein Zwei-Klassen-Arbeitsmarkt entstehen könnte.",Die Welt,Germany,https://www.welt.de/wirtschaft/plus246881406/Kuenstliche-Intelligenz-KI-bedroht-haeufiger-die-Arbeitsplaetze-der-Mittelschicht.html
16/08/2023,Neue Milliardenwette des Big-Short-Mannes und die 3 TecDax-Stars,"In der heutigen XXL-Folge „Alles auf Aktien“ sprechen der Tech-Investor Pip Klöckner und Finanzjournalist Holger Zschäpitz über Angst vor einem Dominoeffekt in China, ein Kollaps von Peso und Rubel, ein absurdes Wettbieten um einen amerikanischen Stahlanbieter und die Investments des Meisterspekulanten George Soros.",Die Welt,Germany,https://www.welt.de/podcasts/alles-auf-aktien/article246909040/Boersen-Podcast-Mit-1-6-Milliarden-Dollar-gegen-die-Wall-Street-Big-Short-Star-Michael-Bury-will-es-noch-mal-wissen.html
15/08/2023,Brauchen wir eine „Koalition des Widerstandes“ gegen Google und Co.?,"Die Künstliche Intelligenz von Aleph Alpha will die deutsche Antwort auf die Marktdominanz von Microsoft und Google sein. Gründer Jonas Andrulis erklärt im Podcast, wie seine KI-Alternative unternehmerische Souveränität erhält. Und: Wie seine KI ein Wagner-Stück komponiert hat.",Die Welt,Germany,https://www.welt.de/podcasts/ok-KI/article244479574/Kuenstliche-Intelligenz-aus-Deutschland-Die-Aleph-Alpha-Story-Podcast.html
