date,title,header,medium,country,link
19/05/2023,Chinese Tech Giants’ Results Reflect Lackluster Economic Recovery,Alibaba’s shares fall after revenue misses forecasts; Tencent and Baidu see more marked upturn,Wall Street Journal,USA,https://www.wsj.com/articles/chinese-tech-giants-results-reflect-lackluster-economic-recovery-bda74d82
10/02/2023,Google Opens Testing of Its ChatGPT Rival,"Alphabet unit will launch the service more broadly to the public in coming weeks, CEO says",Wall Street Journal,USA,https://www.wsj.com/articles/google-opens-testing-of-chatgpt-rival-as-artificial-intelligence-war-heats-up-11675711198
10/02/2023,Google Follows Microsoft in Unveiling AI Search Features,Alphabet unit’s artificial-intelligence rivalry with Microsoft heats up,Wall Street Journal,USA,https://www.wsj.com/articles/google-to-roll-out-ai-search-features-as-microsoft-rivalry-heats-up-11675835792
23/08/2023,Hollywood Studios Make Public Their Latest Offer to Striking Writers,Among the concessions the studios said they offered are a guaranteed minimum length of employment and controls around the use of generative AI,Wall Street Journal,USA,https://www.wsj.com/business/media/hollywood-studios-make-public-their-latest-offer-to-striking-writers-6d88e152
29/08/2022,"As Online Gambling Grows, So Does the Financial Crime Risk","An explosion in U.S. online gambling could attract criminals, compliance experts say",Wall Street Journal,USA,https://www.wsj.com/articles/as-online-gambling-grows-so-does-the-financial-crime-risk-11661765402
18/07/2023,"Meta, Microsoft Team Up to Offer New AI Software for Businesses","Announcement, coupled with details of Microsoft’s pricing plans for artificial intelligence in some software, underscores rapid AI development at big tech companies",Wall Street Journal,USA,https://www.wsj.com/articles/meta-and-microsoft-team-up-to-distribute-new-ai-software-for-commercial-use-c4f7b634
01/05/2023,Opinion: Hollywood’s Artificial Intelligence Test,Are bots ready to replace writers?,Wall Street Journal,USA,https://www.wsj.com/articles/hollywoods-artificial-intelligence-test-4e286280
08/12/2022,Can You Tell a Real Tweet From One Written By an AI Chatbot?,"Are you ready for a world where super-intelligent robots faithfully impersonate people? To help see what that might look like, The Wall Street Journal deployed ChatGPT, a free (for now) Artificial Intelligence trained on a huge dataset researchers gathered through 2021, which recently became a viral hit. We asked it to compose tweets in the style of public figures and institutions to see if anyone could distinguish them from the real thing.",Wall Street Journal,USA,https://www.wsj.com/articles/chatgpt-twitter-quiz-ai-openai-11670511559
03/02/2023,Sports Illustrated Publisher Taps AI,Arena Group uses the technology to help produce Men’s Journal pieces such as workout tips,Wall Street Journal,USA,https://www.wsj.com/articles/sports-illustrated-publisher-taps-ai-to-generate-articles-story-ideas-11675428443
15/03/2023,OpenAI Rolls Out New GPT-4 Version of Chatbot ChatGPT,Artificial intelligence company says newest technology is more powerful and less prone to problems,Wall Street Journal,USA,https://www.wsj.com/articles/openai-rolls-out-updated-version-of-viral-chatbot-chatgpt-f03fea27
19/06/2023,The Best AI Apps to Try Now,Artificial intelligence is having a big moment right now.,Wall Street Journal,USA,https://www.wsj.com/articles/ai-apps-tools-214958d8
23/02/2023,Opinion: Who’s Afraid of ChatGPT?,Artificial intelligence is no more fearsome than false eyelashes.,Wall Street Journal,USA,https://www.wsj.com/articles/whos-afraid-of-chatgpt-artificial-intelligence-chatbot-pinocchio-facsimile-sillicon-valley-big-tech-f21af67e
05/06/2023,How Hackers Can Up Their Game by Using ChatGPT,"Artificial intelligence, by mimicking the writing style of individuals, can make cyberattacks much harder to detect",Wall Street Journal,USA,https://www.wsj.com/articles/hackers-up-their-game-using-chatgpt-fe870ec4
29/04/2023,Chatbots Are Digesting the Internet. The Internet Wants to Get Paid.,"Artificial-intelligence companies are using content created by millions of people, without their consent or any compensation. Some tech and media companies are beginning to ask for payment.",Wall Street Journal,USA,https://www.wsj.com/articles/chatgpt-ai-artificial-intelligence-openai-personal-writing-5328339a
04/04/2023,Who Owns SpongeBob? AI Shakes Hollywood’s Creative Foundation,Artificial-intelligence tools raise questions about intellectual-property rights that are under scrutiny by courts and entertainment executives,Wall Street Journal,USA,https://www.wsj.com/articles/ai-chatgpt-hollywood-intellectual-property-spongebob-81fd5d15
18/01/2023,Microsoft and Google Will Have to Bear AI’s Costs,Artificial-intelligence tools such as ChatGPT could upend cloud computing and search,Wall Street Journal,USA,https://www.wsj.com/articles/microsoft-and-google-will-both-have-to-bear-ais-costs-11674006102
14/03/2023,Bosses Are Catching Job Applicants Using ChatGPT for a Boost,"As AI reaches the masses, workers are using it to dress up job applications and résumés",Wall Street Journal,USA,https://www.wsj.com/articles/if-chatgpt-writes-your-cover-letter-is-it-cheating-some-bosses-think-so-b62454ba
22/03/2023,ChatGPT Can Save You Hours at Work. Why Are Some Companies Banning It?,"As bosses fret over generative AI, many employees embrace it",Wall Street Journal,USA,https://www.wsj.com/articles/despite-office-bans-some-workers-still-want-to-use-chatgpt-778da50e
23/02/2023,ChatGPT Fever Sweeps China’s Tech Sector,"As companies play catch-up in AI race, they face hurdles including securing advanced chips and China’s tight censorship rules",Wall Street Journal,USA,https://www.wsj.com/articles/chatgpt-fever-sweeps-china-as-tech-firms-seek-growth-e69aa681
09/03/2023,Rise of AI Puts Spotlight on Bias in Algorithms,"As use of artificial intelligence becomes more widespread, businesses are still struggling to address pervasive bias",Wall Street Journal,USA,https://www.wsj.com/articles/rise-of-ai-puts-spotlight-on-bias-in-algorithms-26ee6cc9
25/10/2022,"Generative AI Startups Attract Business Customers, Investor Funding","Austin-based Jasper, whose AI platform generates marketing materials, last week announced a $125 million Series A fundraising round",Wall Street Journal,USA,https://www.wsj.com/articles/generative-ai-startups-attract-business-customers-investor-funding-11666736176
04/06/2023,China Cracks Down on Surge in AI-Driven Fraud,Authorities warn of hyperrealistic content generated by artificial intelligence,Wall Street Journal,USA,https://www.wsj.com/articles/china-cracks-down-on-surge-in-ai-driven-fraud-c6c4dca0
24/03/2023,Axios’s Software Business Raises Cash to Fund AI Expansion,"Axios HQ to use ChatGPT maker OpenAI to improve tools that help clients write emails, headlines",Wall Street Journal,USA,https://www.wsj.com/articles/axioss-software-business-raises-cash-to-fund-ai-expansion-91dc27cc
10/02/2023,ChatGPT Clones Are Preparing to Take Over China,Baidu and Alibaba are both jumping on the advanced-chatbot bandwagon. The technology could be a big deal in China—but that comes with its own dangers.,Wall Street Journal,USA,https://www.wsj.com/articles/chatgpt-clones-are-preparing-to-take-over-china-11675940852
17/03/2023,Baidu’s ChatGPT Rival Launches to Mixed Reviews,"Baidu’s chatbot, Ernie Bot, initially disappoints viewers but early testers are more impressed",Wall Street Journal,USA,https://www.wsj.com/articles/baidus-chatgpt-rival-ernie-bot-didnt-go-live-at-its-launch-party-522b1119
08/05/2023,ChatGPT Spawns Investor Gold Rush in AI,"Before their startup had customers, a business plan or even a formal name, former Google AI researchers Niki Parmar and Ashish Vaswani were fielding interest from investors eager to back the next big thing in artificial intelligence.",Wall Street Journal,USA,https://www.wsj.com/articles/no-business-plan-no-problem-chatgpt-spawns-an-investor-gold-rush-in-ai-6bdbed3c
28/04/2023,ChatGPT Will See You Now: Doctors Using AI to Answer Patient Questions,"Behind every physician’s medical advice is a wealth of knowledge, but soon, patients across the country might get advice from a different source: artificial intelligence.",Wall Street Journal,USA,https://www.wsj.com/articles/dr-chatgpt-physicians-are-sending-patients-advice-using-ai-945cf60b
08/01/2023,"China, a Pioneer in Regulating Algorithms, Turns Focus to Deepfakes","Beijing is among the first governments to regulate hyper-realistic, AI-generated media",Wall Street Journal,USA,https://www.wsj.com/articles/china-a-pioneer-in-regulating-algorithms-turns-its-focus-to-deepfakes-11673149283
25/05/2023,"Microsoft’s Brad Smith Backs New Agency to Regulate ChatGPT, Other AI Systems",Brad Smith’s comments come amid growing calls for oversight as powerful artificial-intelligence tools proliferate,Wall Street Journal,USA,https://www.wsj.com/articles/microsofts-president-backs-new-agency-to-regulate-chatgpt-other-ai-systems-c847bae0
09/12/2022,I Entered a Pun Competition. My Jokes Were Written by an AI Chatbot.,BROOKLYN—I heard the MC call my name and felt my legs carry me toward the stage. It was time to enter the Punderdome.,Wall Street Journal,USA,https://www.wsj.com/articles/chatgpt-ai-chatbot-punderdome-jokes-11670602696
31/08/2023,Companies Will Use Generative AI. But Will They Tell You About It?,Business leaders are divided on whether customers always need to know the technology has been used,Wall Street Journal,USA,https://www.wsj.com/articles/companies-will-use-generative-ai-but-will-they-tell-you-about-it-a4cab6b9
07/04/2023,"Pro Take: AI Boom Will Test Readiness of IBM, and Its Customers","CEO Arvind Krishna says IBM is taking a more realistic approach to artificial intelligence these days, and customers are more prepared to use the technology",Wall Street Journal,USA,https://www.wsj.com/articles/pro-take-ai-boom-will-test-readiness-of-ibm-and-its-customers-96f878c8
30/06/2023,"Businesses Aim to Harness Generative AI to Shake Up Accounting, Finance","CFOs have ambitious plans for AI to boost efficiency, cut costs and ease a labor crunch, but the technology’s promise could take years to fulfill",Wall Street Journal,USA,https://www.wsj.com/articles/businesses-cfo-aim-to-harness-generative-ai-to-shake-up-accounting-finance-f427ff
06/05/2023,Google Retools to Stay at the Top of Search,Changes aim to respond to queries that can’t be easily answered by traditional ‘10 blue links’ web results,Wall Street Journal,USA,https://www.wsj.com/articles/google-search-ai-artificial-intelligence-chatbot-tiktok-67c08870
07/05/2023,Forget ChatGPT. These Are the Best AI-Powered Apps.,"Chat features built into Duolingo, Expedia and others can be more useful than ask-me-anything bots",Wall Street Journal,USA,https://www.wsj.com/articles/forget-chatgpt-these-are-the-best-ai-powered-apps-d927d0bf
26/07/2023,Can AI Replace Humans? We Went to the Fast-Food Drive-Through to Find Out,Chatbots are already working in restaurants across the U.S. Our columnist put in about 30 orders at a Hardee’s.,Wall Street Journal,USA,https://www.wsj.com/articles/can-ai-replace-humans-we-went-to-the-fast-food-drive-through-to-find-out-193c03e9
16/01/2023,Microsoft Expands Access to OpenAI’s Tools,ChatGPT and Dall-E 2 are among the startup’s artificial-intelligence products,Wall Street Journal,USA,https://www.wsj.com/articles/microsoft-expands-access-to-openais-tools-to-more-customers-11673930847
20/02/2023,"From CEOs to Coders, Employees Experiment With New AI Programs",ChatGPT’s release has sparked a rush of early adopters eager to speed up tasks or avoid being left behind,Wall Street Journal,USA,https://www.wsj.com/articles/from-ceos-to-coders-employees-experiment-with-new-ai-programs-32e1768a
18/05/2023,Risks Posed by AI Technology Spur Calls for New Regulatory Agency,"ChatGPT’s Sam Altman supports licensing plan, but ex-Google CEO Eric Schmidt says U.S. isn’t ready to write the rules",Wall Street Journal,USA,https://www.wsj.com/articles/risks-posed-by-ai-technology-spur-calls-for-new-regulatory-agency-8cc2dd76
05/06/2023,AI’s Growth Threatens to Flood 2024 Campaigns With Fake Videos,"China invades Taiwan and migrants surge across the U.S.-Mexico border in a video depicting the aftermath of President Biden’s re-election. In a series of images, former President Donald Trump is pursued on foot and apprehended by uniformed police officers. Another photo shows the Pentagon engulfed in flames following an explosion.",Wall Street Journal,USA,https://www.wsj.com/articles/ais-rapid-growth-threatens-to-flood-2024-campaigns-with-fake-videos-dbd8144f
11/12/2022,Rise of Open-Source Intelligence Tests CIA,China outpaces efforts by U.S. intelligence agencies to harness power of publicly available data,Wall Street Journal,USA,https://www.wsj.com/articles/rise-of-open-source-intelligence-tests-u-s-spies-11670710806
23/03/2023,Tencent Returns to Revenue Growth With Digital-Ad Recovery,Chinese social-media and videogame company has reduced costs and head count to improve profitability,Wall Street Journal,USA,https://www.wsj.com/articles/tencent-posts-surprise-profit-growth-despite-economic-slowdown-dde00140
27/04/2023,Intel Records Its Worst Quarterly Loss Amid PC Slump,Chip maker is cutting costs while pursuing a pricey turnaround effort,Wall Street Journal,USA,https://www.wsj.com/articles/intel-corp-intc-q1-earnings-report-2023-91aab8b3
29/06/2023,Micron’s Long Road Back Hits China Detour,"Chip maker says memory business has turned a corner, but ban in China complicates recovery",Wall Street Journal,USA,https://www.wsj.com/articles/microns-long-road-back-hits-china-detour-810b4c94
22/03/2023,"Nvidia Is Winning AI Race, But Can’t Afford to Trip",Chip maker’s stock near record valuation as it extends lead even further with generative AI developments,Wall Street Journal,USA,https://www.wsj.com/articles/nvidia-is-winning-ai-race-but-cant-afford-to-trip-10d9e75b
28/02/2023,FBI Director Says Covid Pandemic Likely Caused by Chinese Lab Leak,Christopher Wray provides first public confirmation of bureau’s classified assessment of suspected laboratory incident,Wall Street Journal,USA,https://www.wsj.com/articles/fbi-director-says-covid-pandemic-likely-caused-by-chinese-lab-leak-13a5e69b
27/03/2023,"Microsoft, Google, Amazon Look to Generative AI to Lift Cloud Businesses",Cloud providers are trying to use the tech behind ChatGPT to heat up demand,Wall Street Journal,USA,https://www.wsj.com/articles/microsoft-google-amazon-look-to-generative-ai-to-lift-cloud-businesses-7159a43f
31/08/2023,Salesforce Needs to Play Its AI Chips Wisely,Cloud-software giant promises even higher profit margins just as AI spending war gets under way,Wall Street Journal,USA,https://www.wsj.com/business/earnings/salesforce-needs-to-play-its-ai-chips-wisely-9b4c276
30/08/2023,Venture Capitalist Reid Hoffman to Scale Back Investment Role at Greylock,Co-founder of LinkedIn is one of Silicon Valley’s most influential AI enthusiasts,Wall Street Journal,USA,https://www.wsj.com/business/venture-capitalist-reid-hoffman-to-scale-back-investment-role-at-greylock-9590a19a
21/10/2022,Google in Talks to Invest $200 Million Into AI Startup,"Cohere, which creates natural language processing software, also had talks with Nvidia about potential strategic investment",Wall Street Journal,USA,https://www.wsj.com/articles/google-in-talks-to-invest-200-million-into-ai-startup-11666381180
08/06/2023,Mattel Experiments With ChatGPT in Cybersecurity,"Companies should limit access to data and teach employees efficient prompts, Mattel CISO Tom Le says",Wall Street Journal,USA,https://www.wsj.com/articles/mattel-experiments-with-chatgpt-in-cybersecurity-c80a0965
29/01/2023,ChatGPT Spotlights Microsoft’s Bid to Monetize AI,"Company has pledged billions more for OpenAI, the company behind the chatbot",Wall Street Journal,USA,https://www.wsj.com/articles/chatgpt-spotlights-microsofts-early-efforts-to-monetize-ai-11674964348
23/08/2023,Nvidia Sales Surge as AI Boom Lifts Earnings,Company’s projections show investments in artificial intelligence skyrocketing,Wall Street Journal,USA,https://www.wsj.com/business/earnings/nvidia-nvda-q2-earnings-report-2024-814cf32d
21/07/2023,"Opinion: Which Worries Americans More, AI or BI?",Computers and robots meets six more years of President Biden.,Wall Street Journal,USA,https://www.wsj.com/articles/ai-artificial-intelligence-biden-congress-696c9cca
23/02/2023,Alibaba Sales Take a Hit From China’s Covid-19 Measures,"Consumer sentiment and economic activity are likely to recover, CEO says",Wall Street Journal,USA,https://www.wsj.com/articles/alibaba-posts-lackluster-growth-hit-by-chinas-pandemic-control-measures-10e5010c
05/04/2023,The Robots Have Finally Come for My Job,"Could ChatGPT lay waste to millions of professional jobs, including journalists?",Wall Street Journal,USA,https://www.wsj.com/articles/the-robots-have-finally-come-for-my-job-34a69146
10/05/2023,Opinion: Another Reason Hollywood Will Love AI,Could there be a better technology in a town known for ‘credit stealing’?,Wall Street Journal,USA,https://www.wsj.com/articles/another-reason-hollywood-will-love-ai-712ee68a
06/04/2023,CrowdStrike Takes Big Swing at Microsoft,"Cybersecurity star addresses competitive threat from software giant, but financial targets still imply caution",Wall Street Journal,USA,https://www.wsj.com/articles/crowdstrike-takes-big-swing-at-microsoft-c83ee818
19/10/2022,AI Can Now Create Any Art. It’s Amazing—and Terrifying.,"Dall-E 2, DreamStudio and other new text-to-image generators let you type in almost any phrase and get an image. The technology is fun but full of potential unknowns.",Wall Street Journal,USA,https://www.wsj.com/articles/think-of-any-image-then-ask-an-ai-art-generator-for-it-the-results-are-amazingand-terrifying-11666179308
08/06/2023,Rush to Use Generative AI Pushes Companies to Get Data in Order,Data management is under the spotlight again as companies seek to out-innovate competitors with large language models,Wall Street Journal,USA,https://www.wsj.com/articles/rush-to-use-generative-ai-pushes-companies-to-get-data-in-order-c34a7e13
26/04/2023,Microsoft Has Game With or Without Activision,Deal setback comes as core cloud and software businesses show strong resilience,Wall Street Journal,USA,https://www.wsj.com/articles/microsoft-has-game-with-or-without-activision-f19bc05c
29/01/2023,TikTok Ban Faces Obscure Hurdle: The Berman Amendments,"Decades-old measures protect free flow of content internationally, even with hostile nations",Wall Street Journal,USA,https://www.wsj.com/articles/tiktok-ban-faces-obscure-hurdle-the-berman-amendments-11674964611
17/04/2023,Microsoft Could Inflate Google’s Mobile Search Toll,Default status on mobile devices may be up for grabs in AI search war,Wall Street Journal,USA,https://www.wsj.com/articles/microsoft-could-inflate-googles-mobile-search-toll-2eaa979f
28/04/2023,ChatGPT Ban Lifted in Italy After Data-Privacy Concessions,Developer OpenAI made the changes after Italy’s privacy regulator temporarily barred the AI tool,Wall Street Journal,USA,https://www.wsj.com/articles/chatgpt-ban-lifted-in-italy-after-data-privacy-concessions-d03d53e7
18/05/2023,A Meta Platforms Leak Put Powerful AI in the Hands of Everyone,Developers urge Facebook parent to approve commercial use of AI software,Wall Street Journal,USA,https://www.wsj.com/articles/a-meta-platforms-leak-put-powerful-ai-in-the-hands-of-everyone-8b9f875a
25/04/2023,U.S. Law-Enforcement Agencies Seek to Combat AI Bias,"DOJ, FTC and others focus on how ChatGPT and other tools could be used to discriminate or harm competition",Wall Street Journal,USA,https://www.wsj.com/articles/u-s-law-enforcement-agencies-seek-to-combat-ai-bias-b0d7e763
28/04/2023,Intel Faces a Long Climb Back from the Bottom,"Downtrodden stock jumps on better-than-feared results, but lots of work lies ahead",Wall Street Journal,USA,https://www.wsj.com/articles/intel-faces-a-long-climb-back-from-the-bottom-284d9599
15/02/2023,"Text by Text, Students Sorted Fact From Fiction in MSU Shooting","EAST LANSING, Mich.—Hailee Maynard, a junior at Michigan State University, arrived at the Creole Burger Bar in Lansing Monday evening with six friends—mostly her sorority sisters—excited to celebrate a 22nd birthday.",Wall Street Journal,USA,https://www.wsj.com/articles/text-by-text-students-sorted-fact-from-fiction-in-michigan-state-mass-shooting-23ede883
06/01/2023,New York City Bans ChatGPT in Schools Over Cheating Concerns,Education officials say students could use the artificial-intelligence chatbot to do their schoolwork,Wall Street Journal,USA,https://www.wsj.com/articles/chatgpt-banned-in-new-york-city-public-schools-over-concerns-about-cheating-learning-development-11673024059
19/05/2023,Opinion: Chatbots Will Help Our Species Endure,"Elon Musk, the AI critic, wants to be ready for the death of the sun in five billion years.",Wall Street Journal,USA,https://www.wsj.com/articles/chatbots-will-help-our-species-endure-chat-gpt-ai-algorithm-human-design-search-engine-c31239e
09/03/2023,Baidu Hurries to Ready China’s First ChatGPT Equivalent,Employees work round-the-clock before a planned March 16 rollout,Wall Street Journal,USA,https://www.wsj.com/articles/baidu-scrambles-to-ready-chinas-first-chatgpt-equivalent-ahead-of-launch-bf359ca4
01/09/2023,"U.S. Added 187,000 Jobs Last Month","Employers added 187,000 jobs last month, while wages rose 4.3% from a year earlier",Wall Street Journal,USA,https://www.wsj.com/economy/jobs/jobs-report-august-today-unemployment-economy-de847415
24/08/2023,Russian Court Extends Pretrial Detention of Jailed WSJ Reporter,"Evan Gershkovich, detained on an espionage charge since March, will remain in a Russian jail until at least Nov. 30",Wall Street Journal,USA,https://www.wsj.com/world/russia/russian-court-extends-pretrial-detention-of-jailed-wsj-reporter-6f789219
14/04/2023,"Despite Leak, U.S. and Allies Will Keep Sharing Intelligence","Even after WikiLeaks and Edward Snowden disclosures, Washington enhanced information ties with close partners",Wall Street Journal,USA,https://www.wsj.com/articles/despite-leak-u-s-and-allies-will-keep-sharing-intelligence-f4ba4aa2
29/06/2023,"AI-Powered Tools Are Here to Help—Not Harm—Your Job, Insist IT Experts","Even as code development tools get more sophisticated, thanks to generative AI, vendors and other tech pros say nothing replaces the human touch",Wall Street Journal,USA,https://www.wsj.com/articles/ai-powered-coding-tools-help-harm-your-job-insist-it-experts-33e79767
29/03/2023,Generative AI Is Already Changing White-Collar Work as We Know It,"Executives from Walmart, ZipRecruiter, Yelp and other companies share their thoughts on ChatGPT",Wall Street Journal,USA,https://www.wsj.com/articles/generative-ai-is-already-changing-white-collar-work-as-we-know-it-58b53918
04/04/2023,Expedia Wants ChatGPT to Be Your Travel Adviser,"Expedia is rolling out a new ChatGPT feature in its app, further solidifying the world of travel as one of the first industries to embrace a new wave of artificial-intelligence tools.",Wall Street Journal,USA,https://www.wsj.com/articles/expedia-chatgpt-ai-travel-app-22ffd00
26/07/2023,Meta Takes Some Profitable Social Cues,Facebook parent’s strong results and outlook set a better stage for investment cycle,Wall Street Journal,USA,https://www.wsj.com/articles/meta-takes-some-profitable-social-cues-ca2eb3ae
12/06/2023,Elon Musk’s Twitter vs. Bad Bots: The Battle Goes On,"Fake and spam accounts remain a persistent problem on Twitter, even as new owner Elon Musk has taken steps to stamp them out.",Wall Street Journal,USA,https://www.wsj.com/articles/elon-musks-twitter-vs-bad-bots-the-battle-goes-on-d25ce0ab
11/04/2023,Biden Administration Weighs Possible Rules for AI Tools Like ChatGPT,Fears grow over the potential use of artificial intelligence to commit crimes and spread falsehoods,Wall Street Journal,USA,https://www.wsj.com/articles/biden-administration-weighs-possible-rules-for-ai-tools-like-chatgpt-46f8257b
21/05/2023,iMessage vs. Snapchat: The Battle for Gen Z’s Texts,"For many growing up on social media, texting and Snapchat are synonymous.",Wall Street Journal,USA,https://www.wsj.com/articles/imessage-vs-snapchat-the-battle-for-gen-zs-texts-a31ce69f
30/08/2023,AI Startup Buzz Is Facing a Reality Check,Founders and venture capitalists who flocked to artificial-intelligence startups are learning that turning the chatbot buzz into successful businesses is harder than it seems.,Wall Street Journal,USA,https://www.wsj.com/tech/ai/ai-startup-buzz-is-facing-a-reality-check-e34babfe
13/07/2023,Opinion: Lina Khan’s Artificial Intelligence,"Fresh off its latest legal defeat, the FTC moves to regulate ChatGPT.",Wall Street Journal,USA,https://www.wsj.com/articles/lina-khan-openai-chatgpt-letter-federal-trade-commission-2ac7776f
13/07/2023,ChatGPT Comes Under Investigation by Federal Trade Commission,FTC is examining whether artificial-intelligence app harmed people by publishing false information,Wall Street Journal,USA,https://www.wsj.com/articles/chatgpt-under-investigation-by-ftc-21e4b3ef
07/08/2023,AI Set to Upend the Talent Search at Ad Agencies and Brands,"Generative AI could help recruiters find more diverse and specialized candidates, but job hopefuls are also using it to burnish their CVs",Wall Street Journal,USA,https://www.wsj.com/articles/ai-set-to-upend-the-talent-search-at-ad-agencies-and-brands-cf9df34f
12/06/2023,Nvidia Can Handle Being in the Trillion Dollar Club,"Generative AI demand will persist, while the chip maker’s competitive edge should keep its pricing strong",Wall Street Journal,USA,https://www.wsj.com/articles/nvidia-can-handle-being-in-the-trillion-dollar-club-1ec9e453
