date,title,header,medium,country,link
15/03/2023,Die 10 wichtigsten Antiviren-Programme im Test: Nur zwei schützen „sehr gut“,"Der Krieg in der Ukraine geht ins zweite Jahr, und im europäischen Umfeld des Konflikts wächst die Bedrohung für jeden Einzelnen. Denn durch die Unterstützung der Ukraine stehen auch Deutsche immer mehr im Fadenkreuz russischer Hacker.",Bild,Germany,https://www.bild.de/bild-plus/digital/2023/digital/die-10-wichtigsten-antiviren-programme-im-test-nur-zwei-schuetzen-sehr-gut-83213682.bild.html
19/03/2023,ChatGPT-Entwickler ratlos: Künstliche Intelligenz lügt über Gregor Gysi,BILD stellte der Künstlichen Intelligenz ChatGPT eine Frage zu Politiker und Anwalt Gregor Gysi. Die Antwort enthielt eine klare Falschbehauptung!,Bild,Germany,https://www.bild.de/news/inland/news-inland/chatgpt-gysi-und-die-stasi-wenn-die-ki-fake-news-erstellt-83216124.bild.html
19/03/2023,"Programm sagt, wie Sie den Chef überzeugen: Mehr Gehalt dank künstlicher Intelligenz","BILD hat das KI-Programm ausprobiert, dokumentiert die Ergebnisse und erklärt, wie Nutzer fragen müssen, um zum Erfolg zu kommen.",Bild,Germany,https://www.bild.de/geld/wirtschaft/wirtschaft/programm-sagt-wie-sie-den-chef-ueberzeugen-mehr-gehalt-dank-kuenstlicher-intelli-83195440.bild.html
21/03/2023,KI zeigt spektakuläre Bilder von MÖGLICHER Trump-Verhaftung,Wie auch immer es am Ende ausgeht: Die Künstliche Intelligenz hat schon die Bilder dazu!,Bild,Germany,https://www.bild.de/politik/ausland/politik-ausland/kuenstliche-intelligenz-zeigt-spektakulaere-bilder-von-moeglicher-trump-verhaftu-83272782.bild.html
22/03/2023,Tester schwärmen von neuer Version ChatGPT-4: „Als hätten sie Gott gesehen“,"Noch viel, viel schlauer ist jedoch die neue Version ChatGPT-4, die jetzt für 22 Euro in Monat nutzbar ist und anders als das mehrere Jahre alte ChatGPT-3 auf neuester Technik basiert.",Bild,Germany,https://www.bild.de/news/inland/news-inland/tester-schwaermen-von-neuer-version-chatgpt-4-als-haetten-sie-gott-gesehen-83271684.bild.html
22/03/2023,Google Bard ist bereit: Konkurrenz von ChatGPT kann getestet werden,Jetzt will Software-Riese Google endlich mit seinem KI-Chatbot „Google Bard“ mitmischen. Zumindest ein wenig.,Bild,Germany,https://www.bild.de/digital/2023/digital/chatgpt-rivale-zum-testen-bereit-googles-bard-ist-fast-am-start-83285784.bild.html
22/03/2023,ChatGPT-4: So zuverlässig ist das Update gegen Fake News,"ChatGPT, die künstliche Intelligenz von Hersteller OpenAI, begeistert seit Monaten die Nutzer und zeigt, wie maschinelles Lernen den Umgang mit dem Internet verändern könnte. Nun hat ChatGPT ein Update bekommen – und wird dadurch schneller und schlauer.",Bild,Germany,https://www.bild.de/digital/2023/ratgeber/update-des-chatbots-veroeffentlicht-das-kann-das-neue-chatgpt-4-83210964.bild.html
24/03/2023,Fälschung!: Diese Fotos lügen schlimmer als Trump,"Dahinter steckt unter anderem Eliot Higgins (44), ein englischer Journalist. Er benutzte KI, um diese Verhaftung herbeizuhalluzinieren: „Das Ganze kostete mich maximal vier Minuten“, erzählt Higgins BILD.",Bild,Germany,https://www.bild.de/politik/trump/politik-ausland/faelschung-diese-fotos-luegen-schlimmer-als-trump-83312222.bild.html
28/03/2023,ChatGPT rettet Hündin Sassy das Leben,Zecken bei Haustieren sind keine Seltenheit. Hündin Sassy erwischte es aber ziemlich schlimm. Denn: Einer der Blutsauger hatte eine tückische Krankheit übertragen. Darüber berichtet ein Mann mit dem Nutzernamen Cooper bei Twitter.,Bild,Germany,https://www.bild.de/news/ausland/news-ausland/chatgpt-rettet-huendin-sassy-das-leben-83356834.bild.html
28/03/2023,"Spion im Phone?: Damit testen Sie, ob Ihr Handy Sie belauscht","Der einzige Nenner, der bei allen Unterhaltungen dabei war: Ihr Handy! Zufall oder ist das technisch wirklich möglich?",Bild,Germany,https://www.bild.de/bild-plus/digital/2023/digital/spion-im-phone-damit-testen-sie-ob-ihr-handy-sie-belauscht-83350356.bild.html
31/03/2023,Künstliche Intelligenz: Diese Jobs werden wegfallen – Branchen im Check,"Der Grund: Künstliche Intelligenz ist auf dem Vormarsch, macht viele Aufgaben komplett überflüssig!",Bild,Germany,https://www.bild.de/bild-plus/geld/mein-geld/mein-geld/kuenstliche-intelligenz-der-grosse-branchen-check-diese-berufe-werden-wegfallen-83372340.bild.html
31/03/2023,ChatGPT: Italien sperrt KI-Chatbot aus Datenschutzgründen,Italien sperrt den KI-basierten Chatbot,Bild,Germany,https://www.bild.de/politik/ausland/politik-ausland/chatgpt-italien-sperrt-ki-chatbot-aus-datenschutzgruenden-83401734.bild.html
31/03/2023,KI erstellt irre Fake-FotosHier macht Jesus ein Selfie mit seinen Jüngern,"So ähnlich könnte es beim letzten Abendmahl abgelaufen sein, hätten Jesus und seine zwölf Jünger damals schon ein Smartphone gehabt.",Bild,Germany,https://www.bild.de/news/ausland/news-ausland/ki-stellt-beruehmte-bilder-nach-hier-machen-jesus-und-seine-juenger-ein-selfie-83406174.bild.html
31/03/2023,Tech-Riesen wollen KI-Entwicklungen stoppen,"Zoff im Silicon Valley! In der Nacht zum Mittwoch unterzeichneten Hunderte Schwergewichte der Tech-Szene einen offenen Brief, der sich gegen Weiterentwicklungen im Feld der Künstlichen Intelligenzen (kurz: KI) ausspricht. Ein klares Zeichen gegen die Tech-Giganten Microsoft und Google, die sich ein Kopf-an-Kopf-Rennen um die besten KI-Modelle liefern.",Bild,Germany,https://www.bild.de/digital/2023/digital/tech-riesen-wollen-ki-entwicklungen-stoppen-83371468.bild.html
01/04/2023,Unter Laborbedingungen getestet: Dieses Smartphone hat die beste Kamera,"Aber welches Gerät knipst die besten Fotos? Lesen Sie mit BILDplus, welches Handys nach der Auswertung von rund 250 Labortests die beste Fotoqualität liefern konnte und welcher Hersteller die große Top-20-Liste dominiert.",Bild,Germany,https://www.bild.de/bild-plus/digital/smartphone-und-tablet/handy-und-telefon/unter-laborbedingungen-getestet-dieses-smartphone-hat-die-beste-kamera-83403378.bild.html
06/04/2023,Windows-Todsünden: Diese Dinge sollten Sie Ihrem PC niemals antun,"Mit fortschreitender Entwicklung hat Microsoft seine Betriebssystemlinie immer robuster gemacht. Es ist jedoch Fakt, dass es Fehlermeldungen, Startschwierigkeiten und technische Mängel weiterhin gibt.",Bild,Germany,https://www.bild.de/bild-plus/digital/computer/computer/windows-todsuenden-diese-dinge-sollten-sie-ihrem-pc-niemals-antun-83448064.bild.html
10/04/2023,"Anlagenprofi nutzt sie selbst: So hilft Ihnen KI, schlau in Aktien zu investieren","Kann Künstliche Intelligenz (KI) helfen, erfolgreich an der Börse zu handeln?",Bild,Germany,https://www.bild.de/bild-plus/ratgeber/leben-und-wissen-verbraucherportal/sparfochs/anlagenprofi-nutzt-sie-selbst-so-hilft-ihnen-ki-schlau-in-aktien-zu-investieren-83428684.bild.html
12/04/2023,"So kann ChatGPT bei Diagnose, Beratung und Behandlung von Krankheiten helfen",Seit einigen Monaten ist der Chat-Roboter „ChatGPT“ jetzt auf dem Markt. Die Künstliche Intelligenz (kurz: KI) verfasst auf Anweisungen des Nutzers automatisch Texte und bezieht seine Informationen dabei aus großen Teilen des Internets.,Bild,Germany,https://www.bild.de/leben-wissen/so-kann-chatgpt-bei-diagnose-beratung-und-behandlung-von-krankheiten-helfen-83456966.bild.html
14/04/2023,Top-Profiteure der KI-RevolutionDiese 10 Aktien treiben den nächsten Börsen-Boom,Künstliche Intelligenz (KI) wird alles revolutionieren. Verpassen Sie den Trend an der Börse nicht!,Bild,Germany,https://www.bild.de/bild-plus/geld/wirtschaft/politik-inland/top-profiteure-der-ki-revolution-diese-10-aktien-treiben-den-naechsten-boersen-b-83346620.bild.html
14/04/2023,Maybrit Illner: Virtuelle Moderatoren fände ich super,"Virtuelle Welten, Smartphones als Dolmetscher, autonomes Autofahren, alles schön und gut, doch Maybrit Illner ahnt Konflikte: „Künstliche Intelligenz, Maschine gegen Mensch?“",Bild,Germany,https://www.bild.de/politik/talk-kritik/politik-ausland/maybrit-illner-virtuelle-moderatoren-faende-ich-super-83551232.bild.html
15/04/2023,Firma angekündigt: Jetzt macht auch noch Elon Musk KI,"Tesla-Chef Elon Musk (51) will einer Zeitung zufolge ein neues Unternehmen für Künstliche Intelligenz (KI) gründen als Konkurrenz zum ChatGPT-Betreiber OpenAI. Musk habe ein Team von Forschern und Ingenieuren zusammengestellt, berichtete die Financial Times am Freitag unter Berufung auf mit den Plänen vertraute Personen.",Bild,Germany,https://www.bild.de/news/ausland/news-ausland/firma-angekuendigt-jetzt-macht-auch-noch-elon-musk-ki-83563748.bild.html
15/04/2023,"Warum ist die Online-Welt so kompliziert, Herr Minister?",Das Leben in Deutschland ist digitaler geworden!,Bild,Germany,https://www.bild.de/politik/inland/politik/wissing-will-online-durcheinander-beenden-warum-ist-unser-digital-leben-so-kompl-83568234.bild.html
18/04/2023,Elon Musk warnt vor Künstlicher Intelligenz - „Potenzial zur Zerstörung der Zivilisation“,"Viele halten ihn für ein Genie, sein IQ soll bei 155 liegen (ab 130 gilt man als hochbegabt). So viel Intelligenz ist ihm nicht genug: Tesla-Gründer Elon Musk (51) will jetzt auch den Markt für Künstliche Intelligenz (KI) aufmischen.",Bild,Germany,https://www.bild.de/geld/wirtschaft/wirtschaft/elon-musk-warnt-vor-kuenstlicher-intelligenz-chatgpt-koenne-die-zivilisation-zer-83596318.bild.html
21/04/2023,ChatGPT & Co.: Beflügeln Chatbots Russen-Propaganda?,"Die Firma „OpenAI“ macht ein großes Geheimnis darum, wie sie ihre ChatGPT-Systeme trainiert. Die Tech-Riesen Google und Facebook gehen derweil offen damit um, dass sie einen Google-Datensatz nutzen.",Bild,Germany,https://www.bild.de/politik/ausland/politik-ausland/chatgpt-co-befluegeln-chatbots-russen-propaganda-83640162.bild.html
01/05/2023,Alarmstufe Rot beim Suchmaschinen-Giganten: Sie lehrt Google das fürchten,"Diese Frau bringt Amerikas Tech-Giganten ins Schwitzen. Mira Murati, geboren 1988 im albanischen Vlora, jetzt Technikchefin des KI-Unternehmens, über dessen Chatbot gerade die ganze Welt redet: OpenAI.",Bild,Germany,https://www.bild.de/geld/wirtschaft/politik/alarmstufe-rot-beim-suchmaschinen-giganten-sie-lehrt-google-das-fuerchten-83742114.bild.html
02/05/2023,Künstliche Intelligenz: Diese Wetterfee ist nur Fake,"Strenge Frisur, schönes Lächeln, Leoparden-Muster-Bluse. Alles UNECHT!",Bild,Germany,https://www.bild.de/regional/muenchen/muenchen-aktuell/kuenstliche-intelligenz-diese-wetterfee-ist-nur-fake-83767554.bild.html
02/05/2023,Chatbots: KI-Guru (75) verlässt Google und schlägt Alarm,KI-Experte Dr. Geoffrey Hinton (75) hat seinen Job bei Google geschmissen! Nach mehr als zehn Jahren verlässt er den Tech-Giganten. Nun warnt er vor seinem eigenen Lebenswerk.,Bild,Germany,https://www.bild.de/digital/2023/digital/chatbots-ki-guru-75-verlaesst-google-und-schlaegt-alarm-83763560.bild.html
11/05/2023,Entwicklerkonferenz I/O: Google revolutioniert seine Suchmaschine,"Am Mittwoch hat der Mega-Konzern in 180 Ländern seinen eigenen KI-Chatbot Bard gestartet. „Seit sieben Jahren sind wir in erster Linie ein Unternehmen für künstliche Intelligenz, und wir stehen an einem Wendepunkt“, sagte Konzernchef Sundar Pichai auf der Google-Entwicklerkonferenz I/O am Firmensitz in Mountain View (US-Bundesstaat Kalifornien).",Bild,Germany,https://www.bild.de/digital/2023/digital/entwicklerkonferenz-i-o-google-revolutioniert-seine-suchmaschine-83880608.bild.html
12/05/2023,„Bard“ ist am Start! Ist der Google-Chatbot noch schlauer als ChatGPT,"Neue Technik, mehr Sprachen, neue Fähigkeiten: Am Mittwoch wurde die Weiterentwicklung von Bard (ein digitaler, schlauer Gesprächspartner) bei der Google Konferenz I/O in Kalifornien vorgestellt.",Bild,Germany,https://www.bild.de/digital/2023/ratgeber/bard-ist-am-start-ist-der-google-chatbot-noch-schlauer-als-chatgpt-83900944.bild.html
15/05/2023,Spotify löscht Zehntausende Songs wegen Betrugsverdachts,"Spotify hat Tausende Songs wegen Betrugsverdachts von der Plattform gelöscht. Die betroffenen Titel waren mit KI hergestellt und mit künstlichem Streaming verbreitet worden, berichtet die „Financial Times“.",Bild,Germany,https://www.bild.de/digital/2023/digital/spotify-loescht-zehntausende-songs-wegen-betrugsverdachts-83932016.bild.html
17/05/2023,Millionen Handys betroffen: Smartphones enthalten ab Werk Malware,Der Alptraum jedes Handynutzers: Das eigene Smartphone ist ein Sicherheitsrisiko und liefert sensible Daten an Fremde. Genau davor warnen jetzt Forscher auf der IT-Sicherheitsveranstaltung „,Bild,Germany,https://www.bild.de/digital/2023/digital/millionen-handys-betroffen-smartphones-enthalten-ab-werk-malware-83958814.bild.html
21/05/2023,"BILD erklärt, wie Sie die KI austricksen: So machen Sie ChatGPT zur Sex-Maschine","Ungewöhnliche Rollenspiele, heiße Dreier und hemmungsloser Dirty Talk – mit einem kleinen Trick bringen Sie Künstliche Intelligenz dazu, Ihnen die wildesten Geschichten zu erzählen. Und wenn Sie wollen, spielen Sie dabei die Hauptrolle.",Bild,Germany,https://www.bild.de/bild-plus/digital/2023/digital/bild-erklaert-wie-sie-die-ki-austricksen-so-machen-sie-chatgpt-zum-sex-roboter-83998562.bild.html
27/05/2023,"ChatGPT, KI: Gibt es in Schulen bald keine Noten mehr?",Der Bayerische Lehrer- und Lehrerinnenverband (BLLV) fordert mit dem Vormarsch Künstlicher Intelligenz (KI) eine Reform des klassischen Notensystems - und zwar schnell.,Bild,Germany,https://www.bild.de/regional/muenchen/muenchen-aktuell/chatgpt-ki-gibt-es-in-schulen-bald-keine-noten-mehr-84083416.bild.html
30/05/2023,ChatGPT-Debatte: Brauchen wir ein neues Schulnoten-System,"Das klassische Notensystem muss sich ändern, und zwar schnell!",Bild,Germany,https://www.bild.de/ratgeber/2023/ratgeber/chatgpt-debatte-brauchen-wir-ein-neues-schulnoten-system-84102852.bild.html
31/05/2023,"Schulsenator Ties Rabe über Leseschwächen, ChatGPT und die Zensuren-Diskussion:  „Schlechte Noten können auch ein Ansporn sein“","Ties Rabe (62, SPD) ist inzwischen der dienstälteste Bildungsminister Deutschlands. Er ist seit 2011 im Amt.",Bild,Germany,https://www.bild.de/regional/hamburg/hamburg-aktuell/schulsenator-ties-rabe-ueber-leseschwaechen-chatgpt-und-die-zensuren-diskussion-84120296.bild.html
02/06/2023,Nvidia: „Mit dieser Aktie wären 1000 Euro jetzt 213 000 Euro,Doch wird das Unternehmen noch einmal eine so rasante Bergfahrt hinlegen? Und bei welchen Aktien wäre ebenfalls mit solch einer enormen Wertsteigerung zu rechnen? BILD sprach mit Börsen-Experte Cliff Michel (56) von aktienlust.,Bild,Germany,https://www.bild.de/bild-plus/ratgeber/leben-und-wissen-verbraucherportal/verbraucherportal/nvidia-mit-dieser-aktie-waeren-1000euro-jetzt-213000euro-84036170.bild.html
13/06/2023,Cyber Security Report: In weniger als 3 Schritten sind Hacker drin,200 Milliarden Euro jedes Jahr! Der Schaden durch Hackerangriffe auf die deutsche Wirtschaft ist immens. Dabei ließen sich die Attacken abwehren – mit den richtigen Maßnahmen.,Bild,Germany,https://www.bild.de/geld/wirtschaft/wirtschaft/cyber-security-report-in-weniger-als-3-schritten-sind-hacker-drin-84311300.bild.html
15/06/2023,Stuttgart: Mercedes-Benz baut ChatGPT in Autos ein,"Autos können den Fahrer warnen, wenn er müde wird, ihre Umgebung filmen und  selbstständig einparken. Jetzt sollen sich Mercedes-Fahrer mit ihren Autos  auch über Philosophie unterhalten können.",Bild,Germany,https://www.bild.de/regional/stuttgart/stuttgart-aktuell/stuttgart-mercedes-benz-baut-chatgpt-in-autos-ein-84345106.bild.html
18/06/2023,Sogar Europol warnt schon: Mit KI ergaunern Betrüger Millionen,Lesen Sie mit BILD Plus die miesen Maschen der Täter und wie Sie sich davor schützen können.,Bild,Germany,https://www.bild.de/bild-plus/news/inland/news-ausland/sogar-europol-warnt-schon-mit-ki-ergaunern-betrueger-millionen-84356048.bild.html
02/07/2023,Ab wann ist ein Kind bereit für ein Smartphone? Das sagt eine Expertin,Eltern-Medien-Beraterin Kerstin Butenhoff beantwortet die wichtigsten Fragen zur Handynutzung,Bild,Germany,https://www.bild.de/regional/berlin/berlin-aktuell/ab-wann-ist-ein-kind-bereit-fuer-ein-smartphone-das-sagt-eine-expertin-84534528.bild.html
04/07/2023,Mobilität von morgen: Wie KI in Zukunft das Autofahren verändert,"Wie sich unsere Autos in zukunft ändern, lesen Sie mit BILDplus.",Bild,Germany,https://www.bild.de/bild-plus/auto/auto-news/auto-news/mobilitaet-von-morgen-wie-ki-in-zukunft-das-autofahren-veraendert-84549540.bild.html
05/07/2023,Adriana Chechik: KI rettet Porno-Star nach Rückenbruch die Karriere,"Lesen Sie mit BILDplus, wie Adriana jetzt mithilfe von KI ihre Erotik-Karriere retten will und für wie gefährlich Experten den Plan des Porno-Sternchens halten.",Bild,Germany,https://www.bild.de/bild-plus/unterhaltung/leute/leute/adriana-chechik-ki-rettet-porno-star-nach-rueckenbruch-die-karriere-84572734.bild.html
06/07/2023,ChatGPT-Macher warnen: „Superintelligenz“ könnte Menschheit entmachten,"Der ChatGPT-Anbieter OpenAI will ein neues Forschungsteam zusammenstellen und erhebliche Ressourcen investieren, um die Sicherheit Künstlicher Intelligenz (KI) für die Menschheit zu gewährleisten. Dies hat das KI-Unternehmen am Mittwoch angekündigt.",Bild,Germany,https://www.bild.de/ratgeber/2023/ratgeber/ki-macher-warnen-chatgpt-koennte-menschheit-entmachten-84583632.bild.html
11/07/2023,ChatGPT auf Deutsch kostenlos testen: Alle Infos zum Chat-Bot,"ChatGPT ist seit Monaten in aller Munde, und zwar nicht nur in Internet-affinen Kreisen. Es ist die Rede von einer Revolution in der Wissenschaft, am Arbeitsplatz, im Schulwesen.",Bild,Germany,https://www.bild.de/digital/internet/internet/chatgpt-kostenlos-auf-deutsch-nutzen-zugriff-updates-und-alle-infos-83431292.bild.html
13/07/2023,"Elon Musk (52, Tesla) gründet eigene KI-Firma. Ihr Name: xAI","Um dieses sowohl hohe wie vage formulierte Ziel zu erreichen, stellte Elon Musk gestern Abend sein eigenes Unternehmen für Künstliche Intelligenz (KI) vor. Der Name: xAI.",Bild,Germany,https://www.bild.de/digital/2023/digital/elon-musk-52-tesla-gruendet-eigene-ki-firma-ihr-name-xai-84667930.bild.html
13/07/2023,„Bard“ jetzt in Deutschland verfügbar: Google attackiert ChatGPT mit eigener KI,Denn: Die Künstliche Intelligenz (KI) „Google Bard“ gibt es ab sofort auch in Deutschland.,Bild,Germany,https://www.bild.de/digital/2023/lifestyle/bard-jetzt-in-deutschland-verfuegbar-google-attackiert-chat-gpt-mit-eigener-ki-84668854.bild.html
19/07/2023,Konkurrenz zu ChatGPT und Co.: Apple entwickelt eigenen KI-Chatbot,"Wie der Finanzdienst Bloomberg berichtet, arbeitet Apple an einem eigenen KI-Chatbot, der ChatGPT und Co. Konkurrenz machen soll.",Bild,Germany,https://www.bild.de/geld/wirtschaft/wirtschaft/konkurrenz-zu-chatgpt-und-co-apple-entwickelt-eigenen-ki-chatbot-84747810.bild.html
30/07/2023,"Elphi? Hafen? Speicherstadt?: KI-Programme streiten, wo es bei uns am schönsten ist",Das Norddeutschland schön ist - keine Frage! Aber wo ist es am schönsten? Darüber streiten sich sogar die KI-Programme!,Bild,Germany,https://www.bild.de/regional/hamburg/hamburg-aktuell/elphi-hafen-speicherstadt-ki-programme-streiten-wo-es-bei-uns-am-schoensten-ist-84860586.bild.html
24/08/2023,Börsen-Hype um diese Aktie: Tech-Firma Nvidia sprengt alle Prognosen,"Als die Wall Street um 22 Uhr schloss, wurde es richtig spannend: Die ganze Börsenwelt blickte auf eine Aktie – die von Chip-Hersteller Nvidia.",Bild,Germany,https://www.bild.de/politik/inland/politik-inland/boersen-hype-um-diese-aktie-tech-firma-nvidia-sprengt-alle-prognosen-85155234.bild.html
26/08/2023,Künstliche Intelligenz: Lehrerverbands-Präsident hadert noch mit ChatGPT,"Es ist noch nicht alles Gold, was glänzt...",Bild,Germany,https://www.bild.de/regional/muenchen/muenchen-aktuell/kuenstliche-intelligenz-lehrerverbands-praesident-hadert-noch-mit-chatgpt-85182242.bild.html
31/08/2023,Börse: Mit diesen Aktien können Sie 1000 % Gewinn rausholen,Aktuelle Überflieger wie Nvidia profitieren vom Hype-Thema Künstliche Intelligenz. Doch wer sind die Stars von morgen? BILD sprach mit Börsen-Profi Cliff Michel von Aktienlust.,Bild,Germany,https://www.bild.de/bild-plus/ratgeber/leben-und-wissen-verbraucherportal/verbraucherportal/boerse-mit-diesen-aktien-koennen-sie-1000-gewinn-rausholen-85222006.bild.html
26/05/2023,Google Bard ab sofort in Deutschland nutzen,Der KI-Wettkampf der Tech-Giganten ist in vollem Gange. Nach dem grossen Erfolg von Microsofts Text-KI Chat GPT präsentiert Google mit seinem Programm Bard eine Konkurrenz-Software mit noch mehr Möglichkeiten.,Bild,Germany,https://www.bild.de/vpn/google-bard-ab-sofort-in-deutschland-nutzen/
